statistic_yyy,site_id,people_total,area,population_density
112,臺中市后里區,53653,58.9439,910
112,臺中市神岡區,64362,35.0445,1837
112,臺中市潭子區,108979,25.8497,4216
112,臺中市大雅區,95708,32.4109,2953
112,臺中市新社區,23089,68.8874,335
112,臺中市石岡區,14093,18.2105,774
112,臺中市外埔區,31163,42.4099,735
112,臺中市大安區,18073,27.4045,659
112,臺中市烏日區,80194,43.4032,1848
112,臺中市大肚區,55955,37.0024,1512
112,臺中市龍井區,78413,38.0377,2061
112,臺中市霧峰區,63822,98.0779,651
112,臺中市太平區,198212,120.7473,1642
112,臺中市大里區,212511,28.8758,7359
112,臺中市和平區,10794,1037.8192,10
112,臺南市新營區,74921,38.5386,1944
112,臺南市鹽水區,24251,52.2455,464
112,臺南市白河區,25862,126.4046,205
112,臺南市柳營區,20306,61.2929,331
112,臺南市後壁區,21616,72.2189,299
112,臺南市東山區,19156,124.9178,153
112,臺南市麻豆區,43056,53.9744,798
112,臺南市下營區,22420,33.5291,669
112,臺南市六甲區,21189,67.5471,314
112,臺南市官田區,20835,70.7953,294
112,臺南市大內區,8728,70.3125,124
112,臺南市佳里區,58232,38.9422,1495
112,臺南市學甲區,24672,53.9919,457
112,臺南市西港區,24990,33.7666,740
112,臺南市七股區,21210,110.1492,193
112,臺南市將軍區,18255,41.9796,435
112,臺南市北門區,9994,44.1003,227
112,臺南市新化區,42793,62.0579,690
112,臺南市善化區,52444,55.3097,948
112,臺南市新市區,37624,47.8096,787
112,臺南市安定區,29926,31.2700,957
112,臺南市山上區,7018,27.8780,252
112,臺南市玉井區,13043,76.3662,171
112,臺南市楠西區,8708,109.6316,79
112,臺南市南化區,7996,171.5198,47
112,臺南市左鎮區,4231,74.9025,56
112,臺南市仁德區,77312,50.7664,1523
112,臺南市歸仁區,68726,55.7913,1232
112,臺南市關廟區,33270,53.6413,620
112,臺南市龍崎區,3476,64.0814,54
112,臺南市永康區,234953,40.2753,5834
112,臺南市東區,182034,13.4156,13569
112,臺南市南區,121189,27.2681,4444
112,臺南市北區,126575,10.4340,12131
112,臺南市安南區,201824,107.2016,1883
112,臺南市安平區,69015,11.0663,6237
112,臺南市中西區,78096,6.2600,12475
112,高雄市鹽埕區,22539,1.4161,15916
112,高雄市鼓山區,140701,14.7523,9538
112,高雄市左營區,197276,19.3823,10178
112,高雄市楠梓區,193139,25.8276,7478
112,高雄市三民區,331995,19.7866,16779
112,高雄市新興區,49598,1.9764,25095
112,高雄市前金區,27098,1.8573,14590
112,高雄市苓雅區,163838,8.1522,20097
112,高雄市前鎮區,179854,19.1207,9406
112,高雄市旗津區,26220,1.7341,15120
112,高雄市小港區,155009,45.4426,3411
112,高雄市鳳山區,356536,26.7590,13324
112,高雄市林園區,68216,32.2860,2113
112,高雄市大寮區,111986,71.0400,1576
112,高雄市大樹區,40432,66.9811,604
112,高雄市大社區,33729,26.5848,1269
112,高雄市仁武區,97337,36.0808,2698
112,高雄市鳥松區,44373,24.5927,1804
112,高雄市岡山區,95574,47.9421,1994
112,高雄市橋頭區,41712,25.9379,1608
112,高雄市燕巢區,28776,65.3950,440
112,高雄市田寮區,6530,92.6802,70
112,高雄市阿蓮區,27409,34.6164,792
112,高雄市路竹區,50355,48.4348,1040
112,高雄市湖內區,29525,20.1615,1464
112,高雄市茄萣區,29241,15.7624,1855
112,高雄市永安區,13863,22.6141,613
112,高雄市彌陀區,18273,14.7772,1237
112,高雄市梓官區,34813,11.5967,3002
112,高雄市旗山區,34304,94.6122,363
112,高雄市美濃區,37008,120.0316,308
112,高雄市六龜區,11700,194.1584,60
112,高雄市甲仙區,5543,124.0340,45
112,高雄市杉林區,10955,104.0036,105
112,高雄市內門區,13184,95.6224,138
112,高雄市茂林區,1905,194.0000,10
112,高雄市桃源區,4230,928.9800,5
112,高雄市那瑪夏區,3165,252.9895,13
112,宜蘭縣宜蘭市,94991,29.4080,3230
112,宜蘭縣羅東鎮,69960,11.3448,6167
112,宜蘭縣蘇澳鎮,37458,89.0196,421
112,宜蘭縣頭城鎮,28292,100.8930,280
112,宜蘭縣礁溪鄉,34948,101.4278,345
112,宜蘭縣壯圍鄉,24380,38.4769,634
112,宜蘭縣員山鄉,32138,111.9106,287
112,宜蘭縣冬山鄉,53249,79.8573,667
112,宜蘭縣五結鄉,41052,38.8671,1056
112,宜蘭縣三星鄉,21272,144.2238,147
112,宜蘭縣大同鄉,6036,657.5442,9
112,宜蘭縣南澳鄉,6114,740.6520,8
112,新竹縣竹北市,215952,46.8341,4611
112,新竹縣關西鎮,26825,125.5193,214
112,新竹縣新埔鎮,33234,72.1911,460
112,新竹縣竹東鎮,96906,53.5133,1811
112,新竹縣湖口鄉,82617,58.4303,1414
112,新竹縣橫山鄉,12186,66.3502,184
112,新竹縣新豐鄉,58956,46.3496,1272
112,新竹縣芎林鄉,20377,40.7858,500
112,新竹縣寶山鄉,14507,64.7871,224
112,新竹縣北埔鄉,8543,50.6676,169
112,新竹縣峨眉鄉,5192,46.8010,111
112,新竹縣尖石鄉,9552,527.5795,18
112,新竹縣五峰鄉,4442,227.7280,20
112,苗栗縣苗栗市,86307,37.8878,2278
112,苗栗縣頭份市,106350,53.3205,1995
112,苗栗縣苑裡鎮,43728,68.2473,641
112,苗栗縣通霄鎮,31300,107.8486,290
112,苗栗縣竹南鎮,89708,37.5592,2388
112,苗栗縣後龍鎮,34113,75.8079,450
112,苗栗縣卓蘭鎮,15212,76.3153,199
112,苗栗縣大湖鄉,12964,90.8396,143
112,苗栗縣公館鄉,31235,71.4523,437
112,苗栗縣銅鑼鄉,16505,78.3805,211
112,苗栗縣南庄鄉,8843,165.4938,53
112,苗栗縣頭屋鄉,9788,52.5046,186
112,苗栗縣三義鄉,14949,69.3424,216
112,苗栗縣西湖鄉,6258,41.0758,152
112,苗栗縣造橋鄉,11602,47.9978,242
112,苗栗縣三灣鄉,5975,52.2964,114
112,苗栗縣獅潭鄉,4095,79.4324,52
112,苗栗縣泰安鄉,5643,614.5127,9
112,彰化縣彰化市,226046,65.6947,3441
112,彰化縣員林市,123004,40.0380,3072
112,彰化縣鹿港鎮,84643,39.4625,2145
112,彰化縣和美鎮,88046,39.9345,2205
112,彰化縣北斗鎮,33294,19.2547,1729
112,彰化縣溪湖鎮,53898,32.0592,1681
112,彰化縣田中鎮,39336,34.6056,1137
112,彰化縣二林鎮,47898,92.8478,516
112,彰化縣線西鄉,16203,18.0856,896
112,彰化縣伸港鄉,38491,22.3268,1724
112,彰化縣福興鄉,45186,49.8934,906
112,彰化縣秀水鄉,38141,29.3447,1300
112,彰化縣花壇鄉,43936,36.3469,1209
112,彰化縣芬園鄉,22202,38.0204,584
112,彰化縣大村鄉,40104,30.7837,1303
112,彰化縣埔鹽鄉,31048,38.6081,804
112,彰化縣埔心鄉,33625,20.9526,1605
112,彰化縣永靖鄉,35166,20.6382,1704
112,彰化縣社頭鄉,41415,36.1449,1146
112,彰化縣二水鄉,13855,29.4449,471
112,彰化縣田尾鄉,25897,24.0375,1077
112,彰化縣埤頭鄉,28946,42.7508,677
112,彰化縣芳苑鄉,31131,91.3827,341
112,彰化縣大城鄉,14992,63.7406,235
112,彰化縣竹塘鄉,14297,42.1662,339
112,彰化縣溪州鄉,28248,75.8310,373
112,南投縣南投市,97450,71.6021,1361
112,南投縣埔里鎮,77035,162.2227,475
112,南投縣草屯鎮,97120,104.0327,934
112,南投縣竹山鎮,51450,247.3339,208
112,南投縣集集鎮,9924,49.7268,200
112,南投縣名間鄉,35801,83.0955,431
112,南投縣鹿谷鄉,16182,141.8981,114
112,南投縣中寮鄉,13528,146.6541,92
112,南投縣魚池鄉,14687,121.3735,121
112,南投縣國姓鄉,16884,175.7042,96
112,南投縣水里鄉,16085,106.8424,151
112,南投縣信義鄉,15410,1422.4188,11
112,南投縣仁愛鄉,15538,1273.5312,12
112,雲林縣斗六市,108172,93.7151,1154
112,雲林縣斗南鎮,43218,48.1505,898
112,雲林縣虎尾鎮,70386,68.7420,1024
112,雲林縣西螺鎮,44494,49.7985,893
112,雲林縣土庫鎮,27513,49.0212,561
112,雲林縣北港鎮,37534,41.4999,904
112,雲林縣古坑鄉,29846,166.6059,179
112,雲林縣大埤鄉,17929,44.9973,398
112,雲林縣莿桐鄉,27367,50.8502,538
112,雲林縣林內鄉,16635,37.6035,442
112,雲林縣二崙鄉,24848,59.5625,417
112,雲林縣崙背鄉,22853,58.4840,391
112,雲林縣麥寮鄉,49533,80.1668,618
112,雲林縣東勢鄉,13399,48.3562,277
112,雲林縣褒忠鄉,11889,37.0552,321
112,雲林縣臺西鄉,21739,54.0983,402
112,雲林縣元長鄉,23371,71.5872,326
112,雲林縣四湖鄉,21017,77.1189,273
112,雲林縣口湖鄉,24985,80.4612,311
112,雲林縣水林鄉,22740,72.9582,312
112,嘉義縣太保市,39299,66.8964,587
112,嘉義縣朴子市,40705,49.5737,821
112,嘉義縣布袋鎮,24622,61.7307,399
112,嘉義縣大林鎮,29815,64.1663,465
112,嘉義縣民雄鄉,70248,85.4969,822
112,嘉義縣溪口鄉,13238,33.0463,401
112,嘉義縣新港鄉,30094,66.0495,456
112,嘉義縣六腳鄉,20889,62.2619,336
112,嘉義縣東石鄉,22749,81.5821,279
112,嘉義縣義竹鄉,16633,79.2925,210
112,嘉義縣鹿草鄉,14123,54.3151,260
112,嘉義縣水上鄉,47727,69.1198,690
112,嘉義縣中埔鄉,42690,129.5016,330
112,嘉義縣竹崎鄉,33308,162.2256,205
112,嘉義縣梅山鄉,17805,119.7571,149
112,嘉義縣番路鄉,10867,117.5269,92
112,嘉義縣大埔鄉,4444,173.2472,26
112,嘉義縣阿里山鄉,5304,427.8471,12
112,屏東縣屏東市,193810,65.0670,2979
112,屏東縣潮州鎮,53325,42.4331,1257
112,屏東縣東港鎮,45946,29.4635,1559
112,屏東縣恆春鎮,29747,136.7630,218
112,屏東縣萬丹鄉,49252,57.4679,857
112,屏東縣長治鄉,29190,39.8861,732
112,屏東縣麟洛鄉,10544,16.2600,648
112,屏東縣九如鄉,21639,42.0187,515
112,屏東縣里港鄉,25623,68.9208,372
112,屏東縣鹽埔鄉,23976,64.3493,373
112,屏東縣高樹鄉,22764,90.1522,253
112,屏東縣萬巒鄉,19239,60.7315,317
112,屏東縣內埔鄉,52501,81.8554,641
112,屏東縣竹田鄉,15807,29.0732,544
112,屏東縣新埤鄉,9353,59.0102,158
112,屏東縣枋寮鄉,22757,57.7347,394
112,屏東縣新園鄉,32674,38.3109,853
112,屏東縣崁頂鄉,15245,31.2659,488
112,屏東縣林邊鄉,16449,15.6233,1053
112,屏東縣南州鄉,9882,18.9700,521
112,屏東縣佳冬鄉,17888,30.9842,577
112,屏東縣琉球鄉,12265,6.8018,1803
112,屏東縣車城鄉,8029,49.8517,161
112,屏東縣滿州鄉,7235,142.2013,51
112,屏東縣枋山鄉,5013,17.2697,290
112,屏東縣三地門鄉,7742,196.3965,39
112,屏東縣霧臺鄉,3265,278.7960,12
112,屏東縣瑪家鄉,6749,78.7008,86
112,屏東縣泰武鄉,5291,118.6266,45
112,屏東縣來義鄉,7390,167.7756,44
112,屏東縣春日鄉,4874,160.0010,30
112,屏東縣獅子鄉,4777,301.0018,16
112,屏東縣牡丹鄉,4756,181.8366,26
112,臺東縣臺東市,103281,109.7691,941
112,臺東縣成功鎮,13078,143.9939,91
112,臺東縣關山鎮,8052,58.7351,137
112,臺東縣卑南鄉,16601,412.6871,40
112,臺東縣大武鄉,5553,69.1454,80
112,臺東縣太麻里鄉,10679,96.6523,110
112,臺東縣東河鄉,7896,210.1908,38
112,臺東縣長濱鄉,6649,155.1868,43
112,臺東縣鹿野鄉,7193,89.6980,80
112,臺東縣池上鄉,7858,82.6854,95
112,臺東縣綠島鄉,4373,15.0919,290
112,臺東縣延平鄉,3567,455.8805,8
112,臺東縣海端鄉,4275,880.0382,5
112,臺東縣達仁鄉,3439,306.4454,11
112,臺東縣金峰鄉,3732,380.6635,10
112,臺東縣蘭嶼鄉,5318,48.3892,110
112,花蓮縣花蓮市,99043,29.4095,3368
112,花蓮縣鳳林鎮,10435,120.5181,87
112,花蓮縣玉里鎮,22034,252.3719,87
112,花蓮縣新城鄉,20307,29.4095,690
112,花蓮縣吉安鄉,83175,65.2582,1275
112,花蓮縣壽豐鄉,16903,218.4448,77
112,花蓮縣光復鄉,11739,157.1100,75
112,花蓮縣豐濱鄉,4213,162.4332,26
112,花蓮縣瑞穗鄉,10755,135.5862,79
112,花蓮縣富里鄉,9627,176.3705,55
112,花蓮縣秀林鄉,17200,1641.8555,10
112,花蓮縣萬榮鄉,6085,618.4910,10
112,花蓮縣卓溪鄉,5973,1021.3130,6
112,澎湖縣馬公市,63957,33.9918,1882
112,澎湖縣湖西鄉,16059,33.3008,482
112,澎湖縣白沙鄉,10087,20.0875,502
112,澎湖縣西嶼鄉,8290,18.7148,443
112,澎湖縣望安鄉,5409,13.7824,392
112,澎湖縣七美鄉,3937,6.9868,563
112,基隆市中正區,50646,10.2118,4960
112,基隆市七堵區,52757,56.2659,938
112,基隆市暖暖區,38450,22.8283,1684
112,基隆市仁愛區,41131,4.2335,9716
112,基隆市中山區,45459,10.5238,4320
112,基隆市安樂區,80440,18.0250,4463
112,基隆市信義區,53372,10.6706,5002
112,新竹市東區,223826,33.5768,6666
112,新竹市北區,153759,15.7267,9777
112,新竹市香山區,78890,54.8491,1438
112,嘉義市東區,117993,30.1556,3913
112,嘉義市西區,145591,29.8700,4874
112,金門縣金城鎮,43192,21.7130,1989
112,金門縣金湖鎮,31269,41.6960,750
112,金門縣金沙鎮,20858,41.1900,506
112,金門縣金寧鄉,35400,29.8540,1186
112,金門縣烈嶼鄉,12766,16.0030,798
112,金門縣烏坵鄉,664,1.2000,553
112,連江縣南竿鄉,7827,10.4000,753
112,連江縣北竿鄉,3136,9.9000,317
112,連江縣莒光鄉,1504,4.7000,320
112,連江縣東引鄉,1572,3.8000,414
112,東沙群島,… ,2.3800,… 
112,南沙群島,… ,0.5045,… 
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
